mean,std,var,min,max,contrast,dissimilarity,homogeneity,energy,correlation,hu1,hu2,hu3,hu4,hu5,hu6,hu7,edge_density,status
0.90126836,0.10541391,0.011112091,0.20392157,0.9882353,1000.5557517864618,12.661978480083132,0.20387549361453883,0.06504618355830458,0.31564251133341625,3.138946572302618,8.994172252028804,8.999998156917899,8.99999702534149,9.0,8.999999999993415,9.0,0.08636474609375,0
0.9187457,0.08035372,0.0064567206,0.27450982,0.99607843,650.0310644470117,11.589236293040555,0.15031791865999333,0.049261236880021375,0.23527756854548026,3.1468397461512883,8.997932741511313,8.999997618859172,8.999997975382607,9.0,8.999999999995628,-9.0,0.1009521484375,0
0.8996223,0.076854184,0.005906565,0.23921569,0.9764706,482.5349588245092,10.51818453872527,0.16427729844852437,0.05687210751992905,0.37898457276389413,3.1375854457649828,8.994424883106657,8.999998628479105,8.9999993005195,9.0,8.999999999999005,-9.0,0.07781982421875,0
0.7267095,0.09481428,0.008989748,0.06666667,0.85490197,594.2212677843751,9.38282605772193,0.3382944136560184,0.04330622003737236,0.49654622309579477,3.0624885738442345,8.999797524791306,8.999995402419119,8.999998013203344,-9.0,8.999999999998682,-9.0,0.09185791015625,0
0.727744,0.09239833,0.008537451,0.003921569,0.8627451,567.1856087862377,8.59154314128023,0.37273153018676963,0.04821948535817465,0.49347546077873106,3.0656504380218927,8.99752825282008,8.999999822138893,8.999997981380533,9.0,8.99999999999899,-9.0,0.08831787109375,0
0.73776567,0.055902604,0.003125101,0.47058824,0.8392157,65.23952665173475,4.0358204572746175,0.38419476345144143,0.048677026053149185,0.8401661176574364,3.069862350967457,8.999968050028865,8.999999765231987,8.999999918329346,9.0,8.999999999999993,-9.0,0.0887451171875,0
0.7357408,0.06819449,0.0046504885,0.3019608,0.85882354,180.5206842945027,5.960272375870954,0.3508269735353938,0.0439768918984302,0.7036740485470814,3.0684946629015926,8.998965642207263,8.99999979258473,8.999999722667217,-9.0,8.999999999999622,-9.0,0.0880126953125,0
0.73444927,0.06502156,0.004227803,0.41568628,0.8509804,159.30063696026366,5.505198386807424,0.3737858902698533,0.04724574215919406,0.7122390155206779,3.0676689248515583,8.99969968649841,8.999998408080074,8.999999851532825,-9.0,8.999999999999897,-9.0,0.0836181640625,0
0.7378095,0.060074843,0.003608987,0.43137255,0.84313726,110.9284533153193,4.622659751442434,0.42562474953556545,0.05384164219515675,0.7649054853555537,3.069671713090557,8.999717350825994,8.999999306669388,8.999999737860405,-9.0,-8.99999999999979,-9.0,0.0870361328125,0
0.7376431,0.06386703,0.004078998,0.36078432,0.85882354,160.4923606817107,5.813622252027551,0.3271630591307134,0.04283339802688406,0.698594376865702,3.07026750278983,8.995420823719467,8.99999934982536,8.9999985822754,-9.0,8.999999999998781,-9.0,0.12445068359375,0
0.73836887,0.06102938,0.0037245848,0.27058825,0.8509804,142.61767410083297,4.643296667917792,0.44460183646849405,0.055342055427203454,0.7070808023810135,3.0702615557753026,8.990556855665075,8.999999600448106,8.99999956125181,-9.0,8.999999999998899,9.0,0.11077880859375,0
0.7379445,0.06604619,0.0043620993,0.2627451,0.8666667,193.6623485697557,5.665240376937303,0.3519627547887668,0.04503499472189137,0.6608346479482503,3.070635253993724,8.990092184462068,8.999999412351373,8.999999552552133,9.0,-8.99999999999884,-9.0,0.11224365234375,0
0.73969465,0.0553162,0.003059882,0.38431373,0.84705883,62.390775296865904,3.809780715233586,0.37676573465402774,0.04791101272931434,0.8436736848070739,3.071549484550757,8.998532271167905,8.999999473544884,8.999999951819802,-9.0,8.99999999999992,-9.0,0.10321044921875,0
0.90984005,0.07773138,0.006042167,0.33333334,0.99607843,507.4195266511239,11.93723454755323,0.14042856446631774,0.047940686046299544,0.3607094291399059,3.1424918027791664,8.990582076720365,8.999999060221509,8.999999998143851,-9.0,-8.999999999999998,-9.0,0.1011962890625,0
0.73965997,0.055072844,0.0030330182,0.47058824,0.84705883,66.11620999373625,3.9314184761492297,0.383136859853044,0.048463442903147386,0.8328504449441179,3.070867233906877,8.996464506131959,8.999999613898856,8.999999895404123,9.0,-8.999999999999705,9.0,0.086669921875,0
0.7406604,0.06390212,0.0040834807,0.25490198,0.8745098,187.13868125258023,5.825190747929312,0.35757112881679565,0.045367496452512895,0.6495953627955287,3.0713173070059874,8.998670463571424,8.999999779809164,8.999999996708459,-9.0,-8.999999999999998,9.0,0.141357421875,0
0.7410556,0.06397227,0.004092451,0.27058825,0.87058824,148.6606511919028,5.558654297957217,0.3689023251364474,0.04695797269498015,0.722283537466279,3.0708516119267117,8.981361113705628,8.999997363293042,8.999999921153226,-9.0,-8.999999999999776,9.0,0.10260009765625,0
0.7333185,0.06931774,0.0048049497,0.28235295,0.8509804,261.4191908930428,6.443215097274775,0.368172222134294,0.046705317012301704,0.5842400878617084,3.066673885917596,8.992252188411461,8.999999355109104,8.999999277858493,-9.0,8.99999999999952,9.0,0.1170654296875,0
0.7282248,0.07065245,0.004991768,0.3529412,0.8627451,181.19919469506675,6.614402526067658,0.3208921620885395,0.04067077402644239,0.7225353364722651,3.062210399549209,8.99669682605557,8.999998784725225,8.999999398491445,-9.0,-8.999999999998447,-9.0,0.11663818359375,0
0.74455523,0.06377458,0.0040671965,0.35686275,0.85882354,174.8386486363927,5.6462626033666705,0.33013546675736954,0.04444364961915022,0.671376111179639,3.0715969543235198,8.98149496849231,8.999995090939144,8.999999326646195,9.0,8.99999999999749,-9.0,0.10516357421875,0
0.72481304,0.099894516,0.009978915,0.02745098,0.89411765,750.3835945423208,10.286798476746972,0.3252036910063984,0.042018573988398124,0.42736025513851283,3.061252990860572,8.985107055559903,8.999999599581088,8.99999312225369,9.0,-8.999999999959604,-9.0,0.11474609375,0
0.7406975,0.057945475,0.0033576782,0.40392157,0.85490197,67.44062814565703,4.283126005906665,0.3171617714546566,0.04169596750207434,0.8458887406917113,3.0734710775686276,8.999227123725715,8.99999982549553,8.9999998386224,9.0,8.999999999999968,9.0,0.08001708984375,0
0.7329171,0.06642442,0.004412204,0.22745098,0.8509804,171.1665042719374,5.533038161345475,0.3534067816598722,0.04507011904469424,0.7035642138338096,3.067657150676921,8.996984971636392,8.999999240244438,8.999999703235847,9.0,8.999999999999257,9.0,0.09161376953125,0
0.7359136,0.06483976,0.004204194,0.30980393,0.8627451,156.01790984950043,5.93451267368191,0.3138078846749861,0.04098352104622466,0.7161842484805774,3.069212148696109,8.994660861118728,8.999999768575933,8.999999987367328,-9.0,-8.999999999999979,-9.0,0.11151123046875,0
0.90008044,0.07148293,0.0051098084,0.42352942,0.9843137,485.56229327285797,10.267124795704857,0.18628850478787579,0.05912034183161356,0.2770102673422119,3.1379944041355667,8.99446710346663,8.99999590339759,8.999998735808251,9.0,8.99999999999568,9.0,0.1092529296875,0
